cnt,temp,hum,windspeed
21,0.4,0.82,0.4179
45,0.4,0.87,0.3582
29,0.4,1.0,0.2985
22,0.42,0.94,0.3881
31,0.42,0.94,0.4478
32,0.46,0.88,0.5821
58,0.46,0.94,0.5224
63,0.52,0.83,0.5821
78,0.52,0.83,0.5821
33,0.5,0.88,0.4627
15,0.5,0.88,0.5821
38,0.5,0.94,0.3881
71,0.52,0.94,0.4179
53,0.44,0.94,0.2239
14,0.44,0.94,0.0
24,0.42,1.0,0.0
35,0.44,0.77,0.2836
33,0.44,0.77,0.2836
31,0.42,0.67,0.2239
29,0.4,0.62,0.194
25,0.4,0.66,0.1343
7,0.36,0.76,0.1045
3,0.36,0.71,0.1642
8,0.36,0.66,0.4478
16,0.36,0.5,0.3582
43,0.38,0.46,0.3881
102,0.4,0.43,0.2836
211,0.42,0.44,0.4478
304,0.46,0.41,0.4179
354,0.46,0.38,0.3881
343,0.5,0.34,0.3881
361,0.52,0.34,0.3881
388,0.54,0.32,0.5224
343,0.54,0.3,0.3582
306,0.56,0.3,0.4478
277,0.56,0.3,0.3881
210,0.56,0.3,0.2985
141,0.52,0.36,0.194
83,0.5,0.42,0.194
70,0.5,0.39,0.1045
56,0.44,0.67,0.1642
39,0.46,0.47,0.0896
19,0.46,0.47,0.1343
16,0.42,0.67,0.1045
7,0.42,0.62,0.1045
6,0.4,0.87,0.1642
16,0.4,0.76,0.0896
54,0.4,0.82,0.0
168,0.46,0.63,0.0
297,0.46,0.63,0.0
169,0.5,0.55,0.1045
109,0.52,0.55,0.1045
123,0.54,0.52,0.0896
184,0.56,0.49,0.0896
169,0.56,0.49,0.1642
144,0.58,0.49,0.194
176,0.6,0.43,0.194
205,0.6,0.46,0.2836
428,0.58,0.49,0.2836
362,0.64,0.31,0.3582
286,0.56,0.46,0.2537
165,0.6,0.33,0.2985
151,0.56,0.37,0.2836
90,0.52,0.55,0.2836
46,0.5,0.59,0.2537
25,0.5,0.55,0.2239
7,0.46,0.63,0.2239
13,0.46,0.67,0.2836
3,0.48,0.63,0.2239
5,0.46,0.67,0.0896
18,0.46,0.72,0.194
65,0.48,0.67,0.0
188,0.52,0.55,0.0
351,0.5,0.68,0.1343
162,0.52,0.63,0.0896
75,0.5,0.72,0.2239
72,0.54,0.68,0.1642
103,0.54,0.64,0.0896
129,0.54,0.68,0.2239
107,0.54,0.64,0.194
127,0.54,0.65,0.1642
192,0.56,0.52,0.2985
411,0.56,0.6,0.1045
421,0.54,0.64,0.1343
276,0.5,0.72,0.194
168,0.5,0.72,0.2239
122,0.5,0.72,0.1343
112,0.48,0.77,0.0896
52,0.46,0.88,0.0896
33,0.44,0.88,0.1343
7,0.42,0.94,0.1642
2,0.42,0.94,0.1642
2,0.42,0.94,0.0
9,0.4,1.0,0.1045
15,0.4,0.94,0.194
64,0.42,0.94,0.1642
237,0.44,0.94,0.0
396,0.62,0.69,0.4627
197,0.66,0.61,0.2836
131,0.62,0.69,0.0896
118,0.62,0.69,0.0896
145,0.7,0.48,0.3881
177,0.7,0.48,0.3881
148,0.74,0.4,0.4627
145,0.76,0.35,0.3582
255,0.76,0.35,0.3582
432,0.74,0.37,0.4179
441,0.74,0.3,0.3582
383,0.7,0.32,0.2537
225,0.68,0.32,0.1045
172,0.66,0.36,0.2836
117,0.62,0.41,0.2537
93,0.6,0.4,0.3284
44,0.56,0.43,0.3582
26,0.52,0.45,0.2239
13,0.5,0.42,0.3881
7,0.46,0.51,0.4627
6,0.44,0.54,0.4478
14,0.42,0.54,0.5522
75,0.4,0.58,0.5821
198,0.42,0.47,0.4627
365,0.4,0.5,0.4925
196,0.42,0.47,0.2836
98,0.42,0.44,0.3582
133,0.44,0.41,0.2836
199,0.46,0.38,0.1642
177,0.48,0.33,0.3284
228,0.5,0.34,0.3881
235,0.52,0.29,0.4179
294,0.52,0.27,0.3582
481,0.5,0.29,0.1642
452,0.5,0.25,0.2836
324,0.46,0.28,0.2836
204,0.44,0.3,0.1343
184,0.42,0.47,0.194
137,0.42,0.38,0.0896
99,0.4,0.43,0.1045
33,0.36,0.62,0.194
24,0.36,0.53,0.2537
9,0.36,0.53,0.2985
2,0.36,0.53,0.2985
3,0.34,0.53,0.2836
16,0.34,0.53,0.2239
49,0.34,0.53,0.2836
180,0.34,0.53,0.2836
346,0.34,0.53,0.2537
195,0.34,0.61,0.2985
136,0.36,0.62,0.194
106,0.34,0.66,0.194
80,0.34,0.76,0.1343
40,0.34,0.87,0.194
36,0.34,0.87,0.2537
75,0.34,0.87,0.194
62,0.34,0.87,0.1343
69,0.32,0.93,0.2239
51,0.32,0.93,0.2239
55,0.32,0.93,0.2239
47,0.32,0.87,0.2239
28,0.3,0.93,0.1642
24,0.3,1.0,0.1343
17,0.32,0.93,0.1045
18,0.32,1.0,0.194
16,0.32,1.0,0.194
17,0.32,1.0,0.1343
4,0.32,1.0,0.0896
5,0.34,1.0,0.0
7,0.34,1.0,0.0
11,0.34,1.0,0.1642
19,0.34,1.0,0.1642
47,0.36,1.0,0.2537
68,0.38,0.94,0.2985
129,0.42,0.88,0.2239
232,0.46,0.88,0.2239
291,0.52,0.83,0.4179
312,0.52,0.83,0.3881
391,0.58,0.78,0.3582
397,0.6,0.73,0.3881
426,0.6,0.73,0.2836
383,0.6,0.73,0.3284
376,0.58,0.78,0.194
283,0.56,0.83,0.2836
183,0.54,0.88,0.2537
135,0.56,0.83,0.2836
169,0.58,0.78,0.2537
117,0.54,0.88,0.1642
96,0.52,0.83,0.2239
54,0.5,0.88,0.194
72,0.5,0.88,0.194
24,0.5,0.94,0.0896
5,0.5,0.94,0.0896
12,0.5,0.94,0.0896
13,0.5,1.0,0.0
27,0.5,1.0,0.0
80,0.52,0.94,0.2239
177,0.56,0.88,0.2537
289,0.6,0.78,0.1642
317,0.66,0.65,0.1343
388,0.68,0.65,0.2537
441,0.7,0.58,0.2836
420,0.7,0.54,0.3284
369,0.66,0.61,0.2537
359,0.74,0.48,0.3881
331,0.66,0.65,0.2985
270,0.64,0.69,0.1642
194,0.6,0.83,0.2836
105,0.6,0.83,0.2836
61,0.54,0.94,0.1642
45,0.54,1.0,0.1642
42,0.54,1.0,0.0896
12,0.52,1.0,0.0
10,0.54,1.0,0.0896
10,0.54,1.0,0.0896
10,0.5,1.0,0.1045
5,0.52,1.0,0.0
17,0.46,1.0,0.0
66,0.5,1.0,0.0
196,0.52,1.0,0.0896
353,0.56,0.88,0.1045
174,0.6,0.83,0.1343
125,0.64,0.73,0.2239
147,0.64,0.73,0.2239
188,0.66,0.74,0.2537
203,0.7,0.65,0.2239
146,0.72,0.54,0.2239
175,0.74,0.51,0.2239
239,0.7,0.54,0.3582
521,0.7,0.54,0.2985
499,0.68,0.57,0.3582
382,0.66,0.57,0.3284
237,0.66,0.61,0.2836
190,0.62,0.69,0.2537
106,0.6,0.73,0.2985
62,0.58,0.78,0.2836
27,0.62,0.69,0.2836
21,0.62,0.73,0.2836
26,0.56,0.83,0.3284
21,0.54,0.88,0.2836
6,0.56,0.83,0.2537
16,0.54,0.88,0.2537
80,0.56,0.88,0.2239
270,0.58,0.83,0.2985
449,0.58,0.83,0.2985
199,0.64,0.73,0.3582
120,0.66,0.69,0.3582
172,0.68,0.65,0.3881
186,0.7,0.61,0.4179
176,0.74,0.51,0.4478
155,0.72,0.58,0.3284
153,0.7,0.61,0.3582
291,0.7,0.58,0.3881
521,0.68,0.61,0.3582
528,0.68,0.65,0.4478
328,0.64,0.73,0.4179
234,0.64,0.73,0.3582
195,0.62,0.78,0.2836
148,0.6,0.83,0.194
78,0.6,0.83,0.2239
27,0.6,0.83,0.2239
17,0.6,0.83,0.2537
5,0.58,0.88,0.2537
7,0.58,0.88,0.2836
6,0.56,0.94,0.2239
17,0.56,0.94,0.2537
84,0.56,0.94,0.2537
246,0.58,0.88,0.2836
444,0.58,0.88,0.3284
181,0.6,0.88,0.4179
92,0.62,0.83,0.2836
156,0.64,0.78,0.2836
173,0.66,0.78,0.3284
150,0.64,0.78,0.2985
148,0.68,0.74,0.2836
138,0.7,0.65,0.4925
218,0.7,0.7,0.3881
521,0.66,0.83,0.3881
412,0.66,0.83,0.3881
260,0.62,0.78,0.2836
218,0.64,0.83,0.3284
145,0.62,0.88,0.2836
129,0.62,0.88,0.3284
78,0.62,0.88,0.3582
54,0.64,0.78,0.3582
20,0.62,0.83,0.3881
21,0.62,0.83,0.4478
3,0.64,0.78,0.3881
9,0.62,0.83,0.4179
13,0.62,0.83,0.3881
86,0.64,0.78,0.4627
215,0.64,0.78,0.4478
398,0.66,0.78,0.4478
183,0.62,0.88,0.3284
54,0.62,0.88,0.2836
84,0.62,0.83,0.2836
107,0.62,0.78,0.2537
121,0.62,0.83,0.2985
142,0.62,0.83,0.2985
163,0.66,0.69,0.3284
270,0.62,0.78,0.2537
455,0.64,0.47,0.3582
530,0.64,0.47,0.3582
404,0.62,0.43,0.2985
269,0.58,0.43,0.2239
194,0.56,0.46,0.1343
153,0.54,0.45,0.1642
110,0.54,0.39,0.0896
48,0.52,0.39,0.2836
31,0.5,0.45,0.0896
10,0.46,0.63,0.1045
5,0.46,0.59,0.0896
6,0.46,0.51,0.1343
25,0.46,0.47,0.1343
71,0.5,0.45,0.2836
240,0.52,0.42,0.194
421,0.54,0.39,0.2985
230,0.54,0.39,0.3284
156,0.56,0.4,0.2836
157,0.6,0.38,0.2239
223,0.56,0.37,0.2836
308,0.56,0.37,0.2985
248,0.6,0.35,0.3284
252,0.56,0.4,0.2985
299,0.54,0.42,0.3582
508,0.52,0.45,0.3881
439,0.52,0.48,0.3582
270,0.46,0.55,0.3284
194,0.48,0.48,0.2239
195,0.46,0.51,0.194
146,0.42,0.58,0.1642
113,0.44,0.54,0.0896
106,0.44,0.54,0.2537
74,0.44,0.54,0.1642
65,0.44,0.54,0.2239
17,0.42,0.54,0.194
7,0.42,0.54,0.2239
7,0.42,0.54,0.3881
21,0.4,0.58,0.2836
48,0.4,0.54,0.3881
91,0.4,0.54,0.2985
156,0.44,0.51,0.3582
279,0.48,0.44,0.3881
321,0.5,0.42,0.3582
416,0.52,0.42,0.3881
455,0.54,0.39,0.2985
452,0.54,0.39,0.2239
499,0.56,0.37,0.1343
464,0.58,0.37,0.194
407,0.56,0.43,0.1343
371,0.54,0.43,0.1343
387,0.54,0.43,0.1343
224,0.44,0.62,0.1343
177,0.44,0.62,0.1343
143,0.44,0.67,0.1045
125,0.44,0.67,0.1045
96,0.42,0.67,0.0896
59,0.42,0.69,0.1045
50,0.42,0.77,0.1045
23,0.4,0.82,0.1045
17,0.4,0.76,0.1045
10,0.4,0.82,0.0896
13,0.4,0.82,0.0896
33,0.42,0.77,0.0896
59,0.44,0.77,0.1343
141,0.46,0.72,0.1343
264,0.48,0.63,0.194
250,0.46,0.82,0.1045
281,0.48,0.77,0.1045
332,0.5,0.63,0.1642
238,0.5,0.68,0.1045
266,0.5,0.72,0.0
214,0.5,0.72,0.194
196,0.48,0.82,0.2537
159,0.46,0.82,0.0896
178,0.46,0.84,0.1045
121,0.46,0.82,0.0
105,0.46,0.82,0.0
100,0.46,0.82,0.0
146,0.46,0.77,0.194
177,0.46,0.72,0.1343
114,0.46,0.72,0.1343
35,0.44,0.77,0.2239
16,0.44,0.77,0.1343
17,0.44,0.77,0.1642
20,0.44,0.77,0.1343
62,0.44,0.88,0.1045
209,0.46,0.82,0.3284
371,0.48,0.77,0.2239
172,0.5,0.77,0.2836
108,0.54,0.77,0.2239
130,0.58,0.73,0.2985
187,0.62,0.69,0.2239
170,0.62,0.69,0.194
181,0.64,0.69,0.2239
155,0.66,0.61,0.194
269,0.66,0.61,0.2239
537,0.66,0.65,0.194
518,0.64,0.65,0.194
314,0.62,0.69,0.1343
218,0.62,0.69,0.1343
232,0.6,0.73,0.1045
125,0.6,0.73,0.0
64,0.56,0.83,0.194
16,0.56,0.83,0.2239
14,0.56,0.78,0.2537
5,0.56,0.78,0.2537
2,0.54,0.83,0.2836
4,0.52,0.88,0.2239
14,0.52,0.88,0.1343
109,0.52,0.94,0.1642
265,0.54,0.88,0.2239
459,0.56,0.83,0.2836
186,0.6,0.78,0.3582
127,0.64,0.69,0.3582
140,0.66,0.65,0.3284
217,0.68,0.61,0.4925
194,0.7,0.58,0.6119
158,0.7,0.58,0.5224
154,0.7,0.58,0.4478
271,0.72,0.54,0.4627
517,0.7,0.54,0.4627
544,0.7,0.48,0.4179
365,0.68,0.57,0.3582
290,0.66,0.61,0.194
225,0.64,0.61,0.4478
113,0.58,0.6,0.3881
62,0.56,0.68,0.3284
27,0.52,0.77,0.1642
7,0.5,0.82,0.2836
4,0.5,0.82,0.2836
1,0.42,0.88,0.5224
3,0.38,0.94,0.3284
9,0.36,0.87,0.3284
21,0.34,0.93,0.3881
52,0.34,0.93,0.3582
79,0.34,0.93,0.3881
40,0.34,0.93,0.3582
31,0.34,0.93,0.2836
72,0.4,0.82,0.3284
124,0.44,0.62,0.3582
143,0.46,0.59,0.4478
107,0.5,0.51,0.3881
129,0.48,0.51,0.4179
195,0.5,0.45,0.4627
410,0.4,0.71,0.2537
396,0.42,0.67,0.2537
296,0.42,0.58,0.3582
191,0.4,0.62,0.3284
150,0.4,0.62,0.1642
89,0.38,0.62,0.2239
57,0.36,0.62,0.2239
27,0.36,0.66,0.194
10,0.34,0.71,0.194
5,0.34,0.66,0.2239
4,0.34,0.66,0.2537
7,0.34,0.66,0.2537
30,0.34,0.66,0.2537
89,0.34,0.66,0.2537
271,0.38,0.58,0.2537
440,0.42,0.5,0.2537
184,0.46,0.44,0.2836
128,0.5,0.39,0.2836
148,0.52,0.36,0.4478
196,0.52,0.34,0.3582
192,0.54,0.3,0.5821
154,0.54,0.28,0.4478
147,0.56,0.26,0.4925
269,0.58,0.24,0.4179
533,0.56,0.26,0.3881
520,0.56,0.26,0.2836
361,0.54,0.28,0.2239
258,0.5,0.34,0.1642
180,0.5,0.36,0.194
165,0.48,0.39,0.194
115,0.46,0.41,0.194
56,0.44,0.44,0.1642
32,0.4,0.62,0.1642
16,0.38,0.62,0.1045
9,0.36,0.71,0.1045
1,0.36,0.71,0.1045
16,0.34,0.81,0.1045
82,0.36,0.81,0.0896
222,0.4,0.82,0.0
450,0.42,0.77,0.2537
188,0.46,0.67,0.2836
127,0.54,0.49,0.3284
165,0.54,0.49,0.3284
246,0.56,0.49,0.3582
253,0.58,0.4,0.3284
213,0.6,0.4,0.4478
260,0.6,0.38,0.3881
344,0.6,0.4,0.2537
553,0.58,0.4,0.3582
470,0.54,0.52,0.3582
292,0.54,0.52,0.3582
190,0.52,0.48,0.1045
152,0.48,0.67,0.1343
151,0.46,0.72,0.2239
120,0.44,0.82,0.1343
86,0.42,0.82,0.1343
58,0.42,0.82,0.1045
52,0.42,0.82,0.0896
18,0.42,0.77,0.0896
5,0.4,0.82,0.1045
7,0.46,0.59,0.1343
13,0.42,0.77,0.0896
40,0.48,0.59,0.0
115,0.52,0.52,0.194
218,0.54,0.49,0.2836
298,0.56,0.49,0.2985
347,0.56,0.43,0.0
373,0.6,0.4,0.194
436,0.6,0.35,0.2836
378,0.6,0.35,0.1642
378,0.6,0.38,0.2537
342,0.6,0.38,0.194
354,0.58,0.4,0.2239
289,0.58,0.37,0.1642
267,0.56,0.43,0.194
219,0.56,0.43,0.1343
182,0.54,0.49,0.2239
120,0.54,0.49,0.194
119,0.5,0.59,0.1045
100,0.5,0.59,0.1045
64,0.52,0.55,0.0
59,0.48,0.63,0.0
31,0.46,0.72,0.0896
10,0.42,0.82,0.0
5,0.44,0.77,0.0
6,0.44,0.82,0.0
23,0.46,0.82,0.0
86,0.52,0.63,0.1343
160,0.56,0.52,0.2239
244,0.58,0.49,0.1343
340,0.58,0.49,0.0896
382,0.6,0.46,0.0896
390,0.6,0.49,0.1343
366,0.6,0.49,0.0
358,0.6,0.49,0.0
385,0.6,0.46,0.1045
351,0.58,0.49,0.2836
268,0.58,0.49,0.0
239,0.56,0.64,0.0
174,0.52,0.77,0.1343
127,0.52,0.77,0.0896
115,0.5,0.88,0.0896
50,0.46,0.88,0.0896
53,0.46,0.82,0.0896
33,0.44,0.88,0.0
8,0.44,0.94,0.0
7,0.46,0.82,0.0896
4,0.42,0.82,0.1642
23,0.42,0.77,0.1642
89,0.44,0.72,0.2537
237,0.48,0.63,0.2537
374,0.52,0.55,0.2239
178,0.54,0.56,0.1642
119,0.56,0.52,0.194
125,0.6,0.46,0.2239
195,0.6,0.43,0.194
174,0.62,0.38,0.2836
162,0.62,0.41,0.2239
199,0.62,0.41,0.2239
304,0.64,0.38,0.2239
598,0.62,0.38,0.2537
524,0.62,0.38,0.2985
384,0.58,0.43,0.194
239,0.54,0.49,0.194
156,0.52,0.59,0.1343
116,0.52,0.68,0.0896
61,0.5,0.68,0.0896
18,0.48,0.63,0.0
15,0.46,0.59,0.0896
5,0.44,0.58,0.1343
4,0.44,0.54,0.194
2,0.42,0.62,0.2537
29,0.4,0.66,0.2239
112,0.42,0.67,0.1343
314,0.44,0.62,0.1343
425,0.5,0.51,0.1045
205,0.52,0.48,0.1045
127,0.56,0.37,0.0896
125,0.56,0.43,0.1343
217,0.6,0.38,0.0
202,0.62,0.38,0.2537
176,0.62,0.33,0.0
180,0.64,0.33,0.0896
327,0.66,0.31,0.1045
611,0.64,0.33,0.0
550,0.64,0.29,0.1343
434,0.6,0.43,0.2239
291,0.54,0.6,0.1343
203,0.54,0.52,0.0
150,0.52,0.55,0.1045
81,0.52,0.59,0.1343
38,0.52,0.55,0.1343
20,0.5,0.59,0.1045
10,0.52,0.59,0.0
3,0.5,0.63,0.2239
2,0.48,0.88,0.1343
20,0.46,0.88,0.1343
99,0.46,0.82,0.1343
318,0.48,0.72,0.194
442,0.48,0.77,0.2537
203,0.52,0.72,0.1343
154,0.54,0.68,0.0896
141,0.56,0.64,0.0896
226,0.6,0.56,0.0
193,0.62,0.5,0.0
177,0.62,0.53,0.0896
179,0.64,0.41,0.0
289,0.66,0.39,0.0
259,0.64,0.47,0.1045
274,0.62,0.5,0.2985
401,0.56,0.52,0.1343
273,0.54,0.64,0.1343
234,0.54,0.6,0.0
146,0.5,0.72,0.2537
81,0.46,0.88,0.2537
44,0.46,0.88,0.2239
17,0.46,0.88,0.2239
15,0.44,0.94,0.194
5,0.44,0.88,0.1343
6,0.42,0.94,0.0
29,0.42,0.94,0.1343
112,0.44,0.88,0.0
297,0.46,0.88,0.1343
421,0.48,0.82,0.194
212,0.5,0.77,0.2836
147,0.54,0.68,0.2239
179,0.58,0.6,0.2239
207,0.58,0.6,0.2239
218,0.62,0.57,0.2985
191,0.62,0.61,0.2239
217,0.64,0.53,0.2537
288,0.64,0.57,0.2537
594,0.64,0.57,0.194
527,0.62,0.69,0.2239
364,0.6,0.64,0.194
276,0.6,0.64,0.194
223,0.56,0.83,0.1343
172,0.54,0.83,0.194
103,0.54,0.77,0.194
52,0.52,0.83,0.1642
20,0.52,0.83,0.1642
11,0.5,0.88,0.1343
4,0.5,0.88,0.1343
5,0.5,0.88,0.1642
25,0.5,0.88,0.194
82,0.5,0.88,0.1343
157,0.5,0.88,0.1642
387,0.5,0.88,0.194
233,0.5,0.88,0.194
130,0.52,0.83,0.1343
146,0.52,0.83,0.1642
223,0.52,0.88,0.194
226,0.52,0.88,0.3881
190,0.52,0.87,0.2836
198,0.52,0.88,0.1642
300,0.52,0.88,0.1343
491,0.52,0.88,0.1642
398,0.52,0.88,0.1642
270,0.52,0.83,0.194
152,0.52,0.83,0.1343
154,0.52,0.84,0.1642
132,0.52,0.83,0.2239
119,0.5,0.88,0.1642
102,0.5,0.88,0.1343
82,0.5,0.88,0.1343
52,0.5,0.88,0.1343
35,0.5,0.88,0.1343
5,0.5,0.82,0.1642
14,0.5,0.82,0.1045
11,0.5,0.88,0.1045
32,0.48,1.0,0.0
88,0.5,0.94,0.0
100,0.52,0.94,0.0896
167,0.52,0.94,0.1642
279,0.52,0.94,0.1343
279,0.52,1.0,0.0896
248,0.52,1.0,0.0896
216,0.54,0.94,0.1343
294,0.54,0.94,0.1642
295,0.54,0.94,0.194
272,0.56,0.88,0.194
304,0.56,0.88,0.2239
248,0.54,0.94,0.1343
157,0.54,0.94,0.1343
59,0.54,0.94,0.2239
26,0.54,0.94,0.1642
44,0.52,1.0,0.194
39,0.52,1.0,0.0
47,0.52,1.0,0.1045
50,0.52,1.0,0.1343
32,0.52,1.0,0.0
13,0.52,1.0,0.0
14,0.52,1.0,0.1045
17,0.52,1.0,0.1343
42,0.52,1.0,0.1343
70,0.54,0.94,0.1343
134,0.58,0.83,0.2537
226,0.58,0.83,0.2239
322,0.6,0.78,0.2239
367,0.62,0.73,0.2985
456,0.62,0.73,0.2836
437,0.64,0.73,0.194
459,0.66,0.69,0.2537
440,0.64,0.69,0.2537
392,0.56,0.78,0.3582
237,0.56,0.78,0.2537
231,0.56,0.83,0.1045
191,0.54,0.88,0.0
151,0.54,0.88,0.0
117,0.56,0.83,0.0
69,0.54,0.88,0.2239
38,0.52,0.94,0.1045
14,0.52,0.94,0.1343
13,0.5,1.0,0.0896
4,0.5,0.94,0.1642
6,0.5,1.0,0.1343
21,0.5,0.93,0.194
104,0.52,0.88,0.1642
272,0.52,0.83,0.2836
394,0.56,0.73,0.2985
194,0.6,0.69,0.194
112,0.62,0.65,0.0896
185,0.64,0.57,0.0
209,0.66,0.54,0.0896
214,0.68,0.51,0.0
193,0.68,0.51,0.0
165,0.72,0.51,0.0
226,0.6,0.78,0.2537
274,0.58,0.88,0.2239
453,0.58,0.83,0.194
308,0.58,0.83,0.2537
198,0.58,0.83,0.0
177,0.58,0.83,0.0
127,0.56,0.88,0.0896
57,0.56,0.88,0.0896
31,0.56,0.88,0.0
13,0.56,0.88,0.0
8,0.56,0.88,0.0
4,0.54,0.94,0.2537
4,0.54,0.94,0.2537
22,0.52,0.94,0.2537
49,0.52,0.94,0.2537
151,0.52,0.94,0.2537
347,0.52,0.94,0.2985
207,0.54,0.88,0.2537
104,0.54,0.88,0.2537
130,0.56,0.83,0.4179
153,0.56,0.83,0.4179
172,0.56,0.88,0.3284
184,0.62,0.73,0.4627
210,0.62,0.69,0.4478
290,0.62,0.61,0.3284
604,0.62,0.65,0.4179
480,0.6,0.69,0.2985
349,0.6,0.69,0.2537
283,0.58,0.83,0.4179
174,0.54,0.88,0.2537
98,0.54,0.88,0.2836
56,0.54,0.88,0.2537
23,0.54,0.88,0.2239
12,0.54,0.88,0.2537
6,0.52,0.94,0.2239
9,0.52,0.94,0.2985
3,0.52,0.94,0.2985
9,0.52,1.0,0.2239
101,0.52,1.0,0.1343
274,0.54,0.88,0.194
453,0.56,0.88,0.2836
202,0.56,0.83,0.2537
106,0.54,0.88,0.2836
23,0.54,0.94,0.0896
54,0.56,0.94,0.2985
122,0.56,0.83,0.3284
138,0.58,0.78,0.2836
167,0.6,0.78,0.2537
294,0.6,0.73,0.194
565,0.6,0.69,0.1343
489,0.6,0.73,0.2239
331,0.56,0.88,0.1343
213,0.56,0.88,0.1343
85,0.52,0.88,0.0
117,0.52,0.83,0.0
59,0.52,0.94,0.0896
29,0.52,0.94,0.1045
6,0.5,0.94,0.0
15,0.5,0.94,0.0
4,0.48,1.0,0.0
5,0.48,0.94,0.0
26,0.48,0.94,0.0
103,0.5,0.94,0.0
257,0.5,1.0,0.0
487,0.52,0.88,0.0
216,0.54,0.88,0.0896
130,0.54,0.83,0.0
164,0.54,0.88,0.1642
168,0.58,0.78,0.1045
183,0.58,0.64,0.2537
180,0.54,0.73,0.194
188,0.56,0.78,0.1642
302,0.58,0.64,0.194
547,0.56,0.78,0.1642
513,0.6,0.55,0.1642
410,0.58,0.6,0.1343
282,0.54,0.77,0.2836
209,0.54,0.77,0.2836
79,0.5,0.82,0.2985
72,0.48,0.94,0.0
48,0.46,0.94,0.0896
25,0.46,1.0,0.0
8,0.44,1.0,0.0896
5,0.44,1.0,0.0
5,0.44,0.94,0.0896
28,0.44,0.94,0.1045
117,0.46,0.88,0.1045
319,0.5,0.77,0.1642
517,0.54,0.68,0.0
234,0.54,0.68,0.2239
148,0.56,0.64,0.194
196,0.58,0.6,0.194
255,0.6,0.56,0.2537
232,0.6,0.56,0.2836
197,0.62,0.53,0.2239
242,0.6,0.56,0.194
330,0.6,0.53,0.1642
554,0.62,0.53,0.0
473,0.6,0.56,0.1642
302,0.58,0.64,0.0896
220,0.58,0.64,0.1045
195,0.56,0.64,0.1045
152,0.54,0.73,0.0
115,0.52,0.72,0.1642
98,0.52,0.77,0.1045
72,0.52,0.72,0.0
40,0.52,0.72,0.1045
19,0.48,0.82,0.1045
7,0.46,0.88,0.1343
5,0.46,0.88,0.1045
28,0.5,0.82,0.1343
43,0.54,0.73,0.1343
126,0.56,0.68,0.2836
225,0.6,0.64,0.2239
323,0.62,0.61,0.1045
418,0.64,0.53,0.1343
493,0.66,0.5,0.0
462,0.7,0.45,0.0
456,0.72,0.42,0.0
506,0.72,0.45,0.2537
471,0.72,0.39,0.2537
444,0.72,0.42,0.1642
444,0.7,0.45,0.1642
301,0.68,0.47,0.1642
248,0.62,0.61,0.0
227,0.62,0.61,0.1045
204,0.6,0.69,0.1343
145,0.58,0.78,0.0896
131,0.54,0.88,0.1642
98,0.52,0.94,0.1343
68,0.52,0.94,0.1045
33,0.5,1.0,0.1045
12,0.5,1.0,0.0
6,0.5,1.0,0.1045
18,0.52,0.94,0.1045
40,0.54,0.88,0.1045
94,0.6,0.73,0.0896
189,0.62,0.69,0.1045
305,0.64,0.65,0.1343
373,0.7,0.54,0.194
401,0.72,0.51,0.194
455,0.66,0.54,0.2239
316,0.62,0.69,0.194
331,0.66,0.61,0.1642
273,0.68,0.61,0.1343
306,0.7,0.58,0.2537
358,0.66,0.61,0.2239
300,0.66,0.61,0.194
231,0.64,0.65,0.1642
136,0.62,0.73,0.194
121,0.6,0.83,0.1343
65,0.58,0.83,0.1343
41,0.56,0.88,0.1343
9,0.56,0.88,0.1045
5,0.56,0.88,0.1642
4,0.54,0.94,0.1642
4,0.54,0.94,0.0
11,0.54,0.94,0.0
96,0.54,1.0,0.0
236,0.56,0.94,0.1045
409,0.6,0.88,0.194
167,0.6,0.88,0.2239
121,0.66,0.74,0.2985
180,0.68,0.69,0.3881
204,0.68,0.69,0.3881
204,0.74,0.58,0.4179
187,0.72,0.62,0.5224
176,0.72,0.62,0.4478
279,0.72,0.62,0.2985
429,0.72,0.7,0.3881
453,0.7,0.74,0.2836
358,0.7,0.74,0.2239
310,0.64,0.83,0.2239
188,0.64,0.89,0.2239
131,0.62,0.94,0.2239
72,0.62,0.88,0.194
35,0.6,0.94,0.194
15,0.6,0.94,0.1642
10,0.6,0.94,0.194
2,0.58,0.94,0.1045
4,0.6,0.88,0.1045
24,0.58,0.94,0.2537
112,0.58,0.94,0.194
314,0.64,0.78,0.194
434,0.62,0.83,0.2239
138,0.64,0.73,0.194
108,0.7,0.61,0.3284
175,0.74,0.51,0.2239
170,0.76,0.45,0.3881
190,0.78,0.46,0.2537
153,0.78,0.46,0.2836
188,0.74,0.55,0.4179
277,0.66,0.69,0.194
548,0.7,0.61,0.1045
564,0.7,0.7,0.194
355,0.66,0.74,0.194
280,0.66,0.74,0.0896
189,0.64,0.78,0.0896
141,0.62,0.88,0.2239
66,0.66,0.74,0.1642
35,0.6,0.83,0.2239
8,0.58,0.83,0.194
8,0.56,0.94,0.0
9,0.54,1.0,0.1343
3,0.54,1.0,0.1045
25,0.56,0.88,0.0896
117,0.56,0.94,0.0896
313,0.62,0.73,0.1343
531,0.64,0.69,0.2239
234,0.68,0.65,0.0896
135,0.7,0.61,0.0896
140,0.74,0.51,0.0896
210,0.74,0.55,0.1343
202,0.74,0.55,0.1343
168,0.74,0.55,0.1642
